name,fac_profile_url,fac_profile_num_hits,fac_profile_matches,fac_profile_snippets,per_site_url,per_site_num_hits,per_site_matches,per_site_snippets,cv_filename,cv_num_hits,cv_matches,cv_snippets,total_hits,summary
N. Sharon Hill,,0,,,,0,,,nshill_cv_03112025_for_website.pdf,2,AI; artificial intelligence,"and  virtual work      Refereed  Conference  Presentations  Hill, N. S. (2025).  Designing student teams in the age of AI.  Interdisciplinary Network for Group  Research Virtual Conference.     -  N. Sharon  Hill - 4    Hill, N. S. (2025). || cademy of Management National Conference, Chicago, IL (2024)    Co-organizer /moderator . Advancing research on human- artificial intelligence -enabled  technology collaboration.  Panel Discussion  at the Interdisciplinary Network for Group Research  National Co",2,"N. Sharon Hill's AI work was extracted from cv.

Summary of cv: N. Sharon Hill has been involved in AI-related work through her participation in conferences. In 2025, she presented on designing student teams in the age of AI at the Interdisciplinary Network for Group Research Virtual Conference. Additionally, she co-organized and moderated a panel discussion on advancing research on human-artificial intelligence-enabled technology collaboration at the Academy of Management National Conference in Chicago, IL, in 2024."
Patrick Hall,https://business.gwu.edu/patrick-hall,43,AI; Artificial Intelligence; Artificial intelligence; Machine Learning; ai; algorithm; artificial intelligence; machine learning,"Patrick Hall Patrick Hall Teaching Assistant Professor of Decision Sciences Chief AI Officer, GW School of Business Contact: Email: Patrick Hall Office Phone: (202) 994-0795 Google Scholar profile Curricu || 2201 G Street NW Washington, D.C.  20052 Patrick Hall is a teaching assistant professor of decision sciences and Chief AI Officer at the George Washington University School of Business, teaching data ethics, business analytics, and machine l || Chief AI Officer at the George Washington University School of Business, teaching data ethics, business analytics, and machine learning classes. He also conducts research in support of NIST's AI risk management framework, is affiliated with leading fair l || teaching data ethics, business analytics, and machine learning classes. He also conducts research in support of NIST's AI risk management framework, is affiliated with leading fair lending and AI risk management advisory firms, and serves on || e also conducts research in support of NIST's AI risk management framework, is affiliated with leading fair lending and AI risk management advisory firms, and serves on the board of directors for the AI Incident Database. Patrick has co-found",,0,,,jph_cv_current.pdf,190,AI; Algorithm; Algorithmic; Artificial Intelligence; Data Science; Deep Learning; Generative AI; Machine Learning; NLP; Neural network; Predictive Modeling; ai; algorithm; algorithmic; artificial intelligence; data science; deep learning; generative AI; machine learning,"Teaching Faculty ,The George Washington School of Business , Washington, DC ○Conducting research in support of the NIST AI Risk Management Framework. ○Teaching graduate and undergraduate classes relating to business analytics, data ethics and || ent Framework. ○Teaching graduate and undergraduate classes relating to business analytics, data ethics and responsible AI. 2023–Present Principal Scientist ,HallResearch.ai , Washington, DC ○Founded boutique AI consultancy with focus on resp || classes relating to business analytics, data ethics and responsible AI. 2023–Present Principal Scientist ,HallResearch.ai , Washington, DC ○Founded boutique AI consultancy with focus on responsible AI advice and implementation. ○Advising on || s, data ethics and responsible AI. 2023–Present Principal Scientist ,HallResearch.ai , Washington, DC ○Founded boutique AI consultancy with focus on responsible AI advice and implementation. ○Advising on traditional model governance and gener || resent Principal Scientist ,HallResearch.ai , Washington, DC ○Founded boutique AI consultancy with focus on responsible AI advice and implementation. ○Advising on traditional model governance and generative AI risk management. ○Auditing high-",233,"Patrick Hall's AI work was extracted from fac_profile, cv.

Summary of fac_profile: Patrick Hall serves as a Teaching Assistant Professor of Decision Sciences and the Chief AI Officer at the George Washington University School of Business. His responsibilities include teaching data ethics, business analytics, and machine learning classes. Additionally, he conducts research supporting the NIST AI risk management framework, is affiliated with leading fair lending and AI risk management advisory firms, and serves on the board of directors for the AI Incident Database.

Summary of cv: Patrick Hall is a Teaching Faculty member at The George Washington School of Business, where he conducts research in support of the NIST AI Risk Management Framework and teaches classes on business analytics, data ethics, and responsible AI. He is also the Principal Scientist at HallResearch.ai, a boutique AI consultancy he founded, focusing on responsible AI advice and implementation, traditional model governance, and generative AI risk management."
Refik Soyer,,0,,,,0,,,refik_soyer_2025_resume.pdf,3,Data Science; Prediction,"nference in   Stochastic Processes, Madrid, Spain, June 1 2-14, 2019.     Member, Program Committee of the Symposium on Data Science & Statistics, Reston, VA, May  16-19, 2018.   Member: Scientific Program Committee of the Tenth Workshop on Bayesian In || chi), Institute of Environmental Sciences Proceedings, Vol. 2, 1992, pp. 422- 426.     [22]""Reliability Ass essment and Prediction during Product Development, (with T. A. Mazzuchi),  Proceedings of Annual Reliability and Maintainability Symposium , 1 || s of Bayesian Multivariate Integer -Valued Autoregressive Processes ”, IMS   International Conference on Statistics and Data Science, Florence , December 15.    2022 “ Bayesian Modeling of  Multivariate Non -Gaussian Time Series Data”, Statistics Group",3,"Refik Soyer's AI work was extracted from cv.

Summary of cv: Refik Soyer has been involved in various AI-related activities, including participation in the Symposium on Data Science & Statistics and contributions to Bayesian modeling and prediction. His work includes reliability assessment and prediction during product development and Bayesian modeling of multivariate non-Gaussian time series data."
Robin L. Tarpley,https://business.gwu.edu/robin-l-tarpley,1,Prediction,"Nelson), Accounting Review , Quality of Earnings Conference supplement, 2002. “Contextual Fundamental Analysis and the Prediction of Extreme Returns” (with Charles M.C. Lee and Messod D. Beneish), Review of Accounting Studies , 6, pp. 165-189, 2001.",,0,,,,0,,,1,"Robin L. Tarpley's AI work was extracted from fac_profile.

Summary of fac_profile: The work involves ""Contextual Fundamental Analysis and the Prediction of Extreme Returns,"" which was published in the Review of Accounting Studies in 2001. This work was conducted in collaboration with Charles M.C. Lee and Messod D. Beneish."
Rodimiro Rodrigo,https://business.gwu.edu/rodimiro-rodrigo,1,automation,"national Business at the George Washington University School of Business (GWSB). His research focuses on the effects of automation on firms and workers. In his current research, he explores the role of organizational change after robot adoption for p",http://www.rodimirorodrigo.com/,1,automation,"d my Ph.D. in Economics from Georgetown University , where I was awarded the 25 th Razin Prize . I study the effects of automation technologies on firms and workers. You can find here my CV . R esearch fields: Macroeconomics, Labor Economics , and In",,0,,,2,"Rodimiro Rodrigo's AI work was extracted from fac_profile, per_site.

Summary of fac_profile: Rodimiro Rodrigo's research at the George Washington University School of Business focuses on the effects of automation on firms and workers. His current research explores the role of organizational change following the adoption of robots.

Summary of per_site: Rodimiro Rodrigo, who completed his Ph.D. in Economics at Georgetown University, studies the effects of automation technologies on firms and workers. His research fields include Macroeconomics, Labor Economics, and Industrial Organization."
Sanjay Jain,https://business.gwu.edu/sanjay-jain,1,Machine Learning,"the International School of Project Management in New Delhi for 2009-2013. Selected Publications “Digital Twin–Enabled Machine Learning for Smart Manufacturing,” Jain, S., and A, Narayanan, Smart and Sustainable Manufacturing Systems, Vol. 7, No. 1, 2023,",,0,,,,0,,,1,"Sanjay Jain's AI work was extracted from fac_profile.

Summary of fac_profile: Sanjay Jain's work in AI includes a publication titled “Digital Twin–Enabled Machine Learning for Smart Manufacturing,” co-authored with A. Narayanan. This work was published in Smart and Sustainable Manufacturing Systems, Vol. 7, No. 1, in 2023."
Sevin Yeltekin,https://business.gwu.edu/sevin-yeltekin,4,AI; generative AI,"ent, and oversaw the creation of forward-looking academic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum || oversaw the creation of forward-looking academic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forg || emic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forged new interdisciplinary partnerships with engineering, || in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forged new interdisciplinary partnerships with engineering, the arts and sciences,",,0,,,,0,,,4,"Sevin Yeltekin's AI work was extracted from fac_profile.

Summary of fac_profile: Sevin Yeltekin oversaw the creation of forward-looking academic programs, including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forged new interdisciplinary partnerships with engineering, the arts, and sciences."
Stephen Young,,0,,,,0,,,gwu_curriculum_vitae_stephen_d_young.pdf,5,Data Science; Machine Learning; Prediction; algorithmic,"ment efforts, during my tenure I l ed a successful technology effort to change trading platforms to a broker - neutral, algorithmic execution -based  system, which  also facilitated  order management.  The team also produces research  on topics relate || ation), Discrete Event Simulation, Uncertainty Analysis  (i.e. Probability), Data Analysis (i.e. Multivariate Methods), Machine Learning  (i.e. supervised and unsupervised  learning) , Survey of Research Methods (i.e. Decision Trees, Bayesian Belief Networ || and   Systems Engineering, Committee Member     Northwestern University    Master of Science in Predictive Analytics  (Data Science)  – G.P.A.: 4.0/4.0    Coursework  including:  Probability and Statistics, Regression and Multivariate Analysis, Genera || Probability and Statistics, Regression and Multivariate Analysis, Generalized Linear Models,  Time Series, Data Mining, Machine Learning, Stochastics and Monte Carlo Simulation, Optimization, Advanced  Modeling Techniques, Risk Analytics, Database Design a || ural  Default Modeling: A Hy brid Based Approach, “Journal of Fixed Income .” Volume 23, No. 4, Spring 2014.     On the Prediction of One -Month, Out -of-Sample, Realized, Equity Index Volatility, Working Paper, George  Washington University.     Mit",5,"Stephen Young's AI work was extracted from cv.

Summary of cv: Stephen Young's work involves leading a technology effort to transition trading platforms to a broker-neutral, algorithmic execution-based system, which also aids in order management. His academic background includes a Master of Science in Predictive Analytics from Northwestern University, with a perfect GPA of 4.0. His coursework covered a range of topics, including Probability and Statistics, Regression and Multivariate Analysis, Machine Learning, and Data Science. Additionally, he has contributed to research in areas such as machine learning, prediction, and algorithmic systems, with a focus on topics like equity index volatility prediction."
Sunghun Chung,https://business.gwu.edu/sunghun-chung,10,AI; Artificial Intelligence; artificial intelligence; generative AI,"(1) how digital innovations emerge and reconfigure value across ecosystems, and (2) how digital technologies—especially artificial intelligence (AI)—can narrow socioeconomic gaps and foster digital inclusion. His program of research is organized around three inte || ns emerge and reconfigure value across ecosystems, and (2) how digital technologies—especially artificial intelligence (AI)—can narrow socioeconomic gaps and foster digital inclusion. His program of research is organized around three interloc || (platform design, governance, and communication strategies), digital inclusion (fintech access, responsible/transparent AI, and equity in digital markets), and digital innovation (executive incentives, patenting, environmental contingencies, || earcher at the Desautels Faculty of Management at McGill University. At GWSB, Dr. Chung teaches foundational courses on AI and generative AI at both the undergraduate and graduate levels and partners with startups in the U.S. and Asia on AI-e || at the Desautels Faculty of Management at McGill University. At GWSB, Dr. Chung teaches foundational courses on AI and generative AI at both the undergraduate and graduate levels and partners with startups in the U.S. and Asia on AI-enabled decision su",,0,,,CV_Sunghun_CHUNG_GWU_Oct2025.pdf,27,AI; Algorithmic; Artificial Intelligence; Deep Learning; GenAI; Generative AI; Machine Learning,"• Research Area: Digital Inclusion, Digital Platform Strategy, Digital Innovation, Responsible AI, Social Media  • Research Methods: Randomized Field Experiments, Applied Econometrics, and Machine Learning  SELECTED J || l Innovation, Responsible AI, Social Media  • Research Methods: Randomized Field Experiments, Applied Econometrics, and Machine Learning  SELECTED JOURNAL PUBLICATIONS                [1] Kim, J., Yoon, S., Chung, S., and Oh, W. (2025) “Working Daily, Paid || 3rd round review at Journal of Operations Management (UTD-24, FT-50). [2] Chung, S., Lee, C., and Zheng, Z. “Delivering AI Responsibly for Digital Equity: Three Sequential Field Experiments in Revenue-Based Financing,” Under revision for 2nd || round review at MIS Quarterly (UTD-24, FT-50). [3] Min, D., Chung, S., Lee, C., and Duan, W. “Implementing Explainable Artificial Intelligence for Non-Expert Users in Mobile Health Management: Evidence from a Randomized Field Experiment,” Under revision for 2nd || nal of Management (ABS 4). [6] Yu, W., Chung, S., Fang, M., Ho, Y .-C., Liu F. “Does Techwashing Pay Off? The Impact of AI Decoupling on Financial Performance and the Moderating Role of Labor Intensity,” Under review at Journal of Strategic I",37,"Sunghun Chung's AI work was extracted from fac_profile, cv.

Summary of fac_profile: Sunghun Chung's research focuses on how digital technologies, particularly artificial intelligence (AI), can address socioeconomic disparities and promote digital inclusion. His work encompasses platform design, governance, communication strategies, fintech access, responsible AI, and equity in digital markets. At The George Washington School of Business, Dr. Chung teaches AI and generative AI courses and collaborates with startups in the U.S. and Asia on AI-enabled decision support.

Summary of cv: Sunghun Chung's research areas include digital inclusion, digital platform strategy, digital innovation, and responsible AI, employing methods such as randomized field experiments, applied econometrics, and machine learning. His publications and ongoing research explore topics like delivering AI responsibly, implementing explainable AI, and the financial impacts of AI, with several works under review in prominent academic journals."
Thomas Choate,,0,,,,0,,,Choate_CV.pdf,1,Generative AI,"sent) Future Enrollment Planning subcommittee (2023 – Present) Academic Integrity Code Review subcommittee (2022 –2025) Generative AI in Writing in the Disciplines working group (2024) Fiscal Planning & Budgeting Committee, GW Faculty Senate (May 2025 –",1,"Thomas Choate's AI work was extracted from cv.

Summary of cv: Thomas Choate is involved in the ""Generative AI in Writing in the Disciplines working group"" in 2024, as part of his broader academic and committee engagements."
Thomas Novak,https://business.gwu.edu/thomas-p-novak,7,AI; Automation; Machine learning; machine learning; natural language processing,"ital marketing. His research interests deal with consumer experience of smart devices and the Internet of Things, using machine learning methods for natural language processing and visualization. He co-founded and co- directed a series of research centers || interests deal with consumer experience of smart devices and the Internet of Things, using machine learning methods for natural language processing and visualization. He co-founded and co- directed a series of research centers (Project 2000, eLab, the Sloan Center fo || D.L. and T.P. Novak (2025), “Assembling Flow: A Unified Theoretical Framework for Understanding Online Experience in an AI-Powered World,” under review. SSRN: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=548540 Hoffman, D.L. and T.P. N || ary.wiley.com/doi/abs/10.1111/jpim.12767 Novak, T.P. and Hoffman, D.L. (2024) “Exploration and Exploitation in Consumer Automation: Visualizing IoT Interactions with Topological Data Analysis, Journal of the Association for Consumer Research , Specia || ng IoT Interactions with Topological Data Analysis, Journal of the Association for Consumer Research , Special Issue on Automation in Marketing and Consumption, July, 9(3), 282-294. Novak, T.P. and D. L. Hoffman (2023), “Automation Assemblages in the",https://hnresearchgroup.com,7,AI; artificial intelligence; machine learning; natural language processing,"research is focused on using conceptual, empirical and computational approaches to understand consumer experience with AI. Her work has been published in all of the field's top journals and enjoys wide impact with over 42,000 Google scholar || , USC, and UCSD. She was named a Distinguished Graduate Alumnus of UNC in 2002. Research Focus Consumer experience with AI using conceptual, computational, and empirical approaches. Digital marketing strategy and online consumer behavior. Goo || ve years at Young & Rubicam, New York. Research Focus Consumer behavior in online environments, Internet of Things, and machine learning methods for understanding emergent consumer experiences. Google Scholar | Download CV (PDF) | Email Research Areas Asse || ing applications of flow theory to understand optimal experiences in digital environments and online consumer behavior. AI & Consumer Experience Investigating how artificial intelligence transforms consumer experiences through computational s || nd optimal experiences in digital environments and online consumer behavior. AI & Consumer Experience Investigating how artificial intelligence transforms consumer experiences through computational social science and machine learning methods. Digital Marketing Fo",thomas-novak-cv-nov2025.pdf,41,AI; Algorithmic; Artificial Intelligence; Automation; Data Science; GenAI; Machine Learning; Machine learning; NLP,"Current Research Interests     • Consumer experience in the Internet of Things  (IoT)   • Assemblage Theory   • Machine learning approaches for visualization of IoT interactions  including  manifold learning, density -based  clustering, word embedd || com/doi/abs/10.1111/jpim.12767      2. Novak, T.P. and Hoffman, D.L. (2024 ) “Exploration and Exploitation in Consumer  Automation:  Visualizing IoT Interactions with Topological Data Analysis, Journal  of the Association for Consumer Research , Spec || g IoT Interactions with Topological Data Analysis, Journal  of the Association for Consumer Research , Special Issue on Automation in  Marketing and Consumption, July, 9(3), 282 -294.    3. Novak, T.P. and D. L. Hoffman ( 2023 ), “Automation Assembla || Issue on Automation in  Marketing and Consumption, July, 9(3), 282 -294.    3. Novak, T.P. and D. L. Hoffman ( 2023 ), “Automation Assemblages in the Internet  of Things: Discovering Qualitative Practices at the Boundaries of Quantitative  Change,” J || L. and T.P. Novak (2025) , “Assembling Flow: A Unified Theoretical  Framework for Understanding Online Experience in an AI -Powered World,” under  review, JAMS.  SSRN:  https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5485407    2. Hildebr",55,"Thomas Novak's AI work was extracted from fac_profile, per_site, cv.

Summary of fac_profile: Thomas Novak's research interests focus on consumer experience with smart devices and the Internet of Things, utilizing machine learning methods for natural language processing and visualization. He has co-founded and co-directed several research centers and has contributed to the understanding of online experiences in an AI-powered world.

Summary of per_site: Thomas Novak's research is centered on consumer experience with AI, employing conceptual, empirical, and computational approaches. His work, which has been widely published, explores digital marketing strategy, online consumer behavior, and the transformative impact of AI on consumer experiences, particularly through computational social science and machine learning methods.

Summary of cv: Thomas Novak's current research interests include consumer experience in the Internet of Things, with a focus on machine learning approaches for visualizing IoT interactions, such as manifold learning and density-based clustering. His work, often in collaboration, examines automation and AI, and he has developed theoretical frameworks for understanding online experiences in AI-powered environments."
Vanessa Perry,https://business.gwu.edu/vanessa-perry,5,AI; Algorithms; Artificial Intelligence,"stinctions Invited Testimony, U.S. Senate Subcommittee on Housing, Transportation, and Community Development Hearing, “ Artificial Intelligence and Housing: Exploring Promise and Peril ,” January 31, 2024. 2020, AMA-EBSCO Annual Award for Responsible Research in || urnal of the Center for Policy Analysis and Research , 2024, 34-37. Perry, V., Kirsten Martin and Ann Schnare (2023), “ Algorithms for All: Can AI in the Mortgage Market Expand Access to Homeownership? ” AI , 4(4), 888-903. Davis, Nicole, Nils Olsen, || Policy Analysis and Research , 2024, 34-37. Perry, V., Kirsten Martin and Ann Schnare (2023), “ Algorithms for All: Can AI in the Mortgage Market Expand Access to Homeownership? ” AI , 4(4), 888-903. Davis, Nicole, Nils Olsen, Vanessa G. Perr || en Martin and Ann Schnare (2023), “ Algorithms for All: Can AI in the Mortgage Market Expand Access to Homeownership? ” AI , 4(4), 888-903. Davis, Nicole, Nils Olsen, Vanessa G. Perry, Marcus Stewart & Tiffany White (2023), “I’m Only Human? T || Review, 51 (1), Fall 2009. Book Chapters & Practitioner Publications Perry, Vanessa Gail and Martin, Kirsten (2022). “ Algorithms for All: Has Digitalization in the Mortgage Market Expanded Access to Homeownership? ” June 2. https://ssrn.com/abstrac",,0,,,,0,,,5,"Vanessa Perry's AI work was extracted from fac_profile.

Summary of fac_profile: Vanessa Perry has contributed to the field of artificial intelligence through her work on algorithms, particularly in the context of the mortgage market. Her research includes a publication titled “Algorithms for All: Can AI in the Mortgage Market Expand Access to Homeownership?” which explores the potential of AI to enhance homeownership opportunities. Additionally, she has provided testimony to the U.S. Senate Subcommittee on Housing, Transportation, and Community Development regarding the promises and challenges of AI in housing."
Vikram R. Bhargava,https://business.gwu.edu/vikram-bhargava,3,AI; algorithms; artificial intelligence,"organizational contexts. He is interested in topics including technology addiction , mass social media outrage , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethi || ass social media outrage , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethics. His research has been published by the Business Ethics Quarterly, Journal of Business Ethics, a || , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethics. His research has been published by the Business Ethics Quarterly, Journal of Business Ethics, and t",https://vikrambhargava.com/,4,AI; algorithms; artificial intelligence,"Vikram R. Bhargava Research and speaking on AI ethics and policy Education Ph.D., Wharton Bio Vikram R. Bhargava is an assistant professor of strategic management & p || organizational contexts. He is interested in topics including technology addiction , mass social media outrage , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethi || ass social media outrage , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethics. His research has been published by the Business Ethics Quarterly, Journal of Business Ethics, a || , hiring algorithms and the future of work , autonomous vehicles , and other topics related to artificial intelligence (AI) policy and ethics. His research has been published by the Business Ethics Quarterly, Journal of Business Ethics, and t",,0,,,7,"Vikram R. Bhargava's AI work was extracted from fac_profile, per_site.

Summary of fac_profile: Vikram R. Bhargava's research interests include technology addiction, mass social media outrage, hiring algorithms, the future of work, autonomous vehicles, and other topics related to artificial intelligence (AI) policy and ethics. His work has been published in journals such as Business Ethics Quarterly and Journal of Business Ethics.

Summary of per_site: Vikram R. Bhargava, an assistant professor of strategic management, focuses on AI ethics and policy. His interests encompass technology addiction, mass social media outrage, hiring algorithms, the future of work, autonomous vehicles, and AI policy and ethics, with his research appearing in Business Ethics Quarterly and Journal of Business Ethics."
Yixin Lu,https://business.gwu.edu/yixin-lu,2,AI,"rked as a scientific consultant, with a focus on process optimization in the semiconductor industry. Areas of Expertise AI applications and Regulations Market Intelligence Platform Economy Sustainability Publications Balocco, F., Lu, Y., Li, || n System Sciences, 2018 European Research Paper of the Year Award (Finalist), 2017 Select Courses Taught Foundations of AI (ISTM6214) Python Program Database Applications (ISTM6200)",,0,,,,0,,,2,"Yixin Lu's AI work was extracted from fac_profile.

Summary of fac_profile: Yixin Lu has expertise in AI applications and regulations, particularly in the context of process optimization in the semiconductor industry. Lu has contributed to publications in this area and has been recognized as a finalist for the 2018 European Research Paper of the Year Award. Additionally, Lu teaches courses related to AI, including ""Foundations of AI"" (ISTM6214) and ""Python Program Database Applications"" (ISTM6200)."
Young Hoon Kwak,https://business.gwu.edu/young-hoon-kwak,3,Automation; Prediction,"nstruction Engineering and Management, Journal of Management in Engineering, Journal of Computing in Civil Engineering, Automation in Construction, Sustainability, Korean Management Review, and other prestigious academic outlets. Dr. Kwak’s primary r || lerance in Project-driven Organization Engineering, Construction, and Infrastructure Project Management Conceptual Cost Prediction Model for Public Road Planning via Rough Set Theory and Case-Based Reasoning Schedule Effectiveness of Alternative Cont || nstruction Engineering and Management, Journal of Management in Engineering, Journal of Computing in Civil Engineering, Automation in Construction, Sustainability, Korean Management Review, and other prestigious academic outlets. Please visit his Goo",,0,,,,0,,,3,"Young Hoon Kwak's AI work was extracted from fac_profile.

Summary of fac_profile: Dr. Kwak's work involves the application of AI in the field of construction engineering and management. His research includes the development of a conceptual cost prediction model for public road planning using rough set theory and case-based reasoning. His contributions are published in various prestigious academic outlets, including Automation in Construction and the Journal of Computing in Civil Engineering."
Zhengling Qi,https://business.gwu.edu/zhengling-qi,3,data science; machine learning; reinforcement learning,"ofessor of Decision Sciences at the George Washington University School of Business. His general research interests are data science, statistical machine learning, and related non-convex optimization. Most of his research applications are focused on im || es at the George Washington University School of Business. His general research interests are data science, statistical machine learning, and related non-convex optimization. Most of his research applications are focused on improving data-driven individual || ch applications are focused on improving data-driven individualized decision making. Recently he has started to work on reinforcement learning problems.",https://sites.google.com/view/statsqizl/,3,large language model; machine Learning; reinforcement learning,"perations Research at University of North Carolina, Chapel Hill in 2019.  My general research interests are statistical machine Learning and related non-convex optimization. My current research is focused on reinforcement learning and large language models || earch interests are statistical machine Learning and related non-convex optimization. My current research is focused on reinforcement learning and large language models. GWU students and potential visitors are welcome to contact me. Contact Information Email: qi || ical machine Learning and related non-convex optimization. My current research is focused on reinforcement learning and large language models. GWU students and potential visitors are welcome to contact me. Contact Information Email: qizhengling@email.gwu.edu A",,0,,,6,"Zhengling Qi's AI work was extracted from fac_profile, per_site.

Summary of fac_profile: Zhengling Qi is a professor of Decision Sciences at the George Washington University School of Business. His general research interests include data science, statistical machine learning, and related non-convex optimization. His research applications are primarily focused on improving data-driven individualized decision making, and he has recently begun working on reinforcement learning problems.

Summary of per_site: Zhengling Qi, who completed his Ph.D. in Operations Research at the University of North Carolina, Chapel Hill in 2019, has general research interests in statistical machine learning and related non-convex optimization. His current research is concentrated on reinforcement learning and large language models."
